lon2,lat2
99.893483,13.348655
99.967898,14.16664
99.820093,13.22433
99.966143,13.521768
99.64913,13.977898
99.605181,13.954345
99.836526,13.606561
99.999161,13.408511
99.97345,13.527761
99.913255,13.116786
99.97745,14.22276
99.939398,14.180216
99.843481,13.720113
99.824033,13.539485
99.850291,15.951728
99.834268,13.602051
99.941343,13.11122
99.213588,13.639225
99.990991,13.190755
99.83099,13.594385
99.874281,13.804658
99.834288,13.602153
99.33034,13.98561
99.443203,14.07253
99.829453,13.331165
99.897641,13.777205
99.93972,13.939013
99.82547,13.305543
99.456871,14.055345
99.94155,13.05152
99.629375,15.608113
99.836253,13.60584
99.204068,13.709698
99.826353,13.23891
99.53651,15.467653
99.96904,13.522328
99.941395,13.441415
99.240156,14.254893
99.959046,13.51919
99.966598,13.377331
99.695963,15.17391
99.962605,15.794318
99.999931,14.015788
99.591168,13.631421
99.998483,13.405938
98.387115,15.30166
99.95529,13.421991
99.948095,13.791251
99.906723,13.698471
99.879293,13.125046
99.98356,13.214268
99.924433,13.35534
99.001736,14.281975
99.965681,13.43618
99.837238,15.123885
99.637836,13.617518
99.874206,13.713833
99.824076,13.543318
99.797748,13.549433
99.496993,14.195691
99.80596,15.998225
99.821275,13.374245
99.960023,13.519848
99.977363,13.419113
99.164831,14.10653
99.978333,13.42475
99.245465,14.040708
99.825493,13.243921
99.383003,14.137106
99.16554,14.106251
99.131163,14.427156
99.822625,15.981561
99.93511,15.82996
99.31996,15.61031
99.39107,13.98539
99.23836,14.22652
99.82542,13.30538
99.95901,13.13976
99.74335,13.56354
99.94317,13.4354
98.95768,14.3528
99.16,14.10709
99.8308,15.97329
99.969,13.5224
99.79347,13.50173
99.44696,13.49842
99.86126,14.32645
99.00063,14.28134
99.804542,13.886846
99.497039,14.06528
99.419403,14.098968
99.92601,13.355538
99.75283,13.302062
99.938346,13.113006
99.976531,13.067962
98.50666,14.745483
99.825195,13.254022
99.936439,15.36376
99.928794,13.104327
99.892204,13.813989
99.465362,15.204426
99.466049,15.204697
99.959083,13.519062
99.825828,13.53726
99.972053,13.910958
99.968421,13.522103
99.425117,13.595355
99.921546,15.853617
99.92091,13.748232
99.83116,13.338464
99.50579,14.043627
99.74776,13.961452
99.815,13.574968
99.88546,15.912949
99.08202,13.8942
99.4214,13.464784
99.97118,15.784297
99.764046,13.607405
99.799164,13.458647
99.83562,13.82328
98.41402,15.294224
99.238884,14.255912
99.94264,13.437397
99.97688,15.778965
99.8273,13.317945
99.509155,14.046483
99.539474,14.00981
99.97071,13.52327
99.13036,14.090047
99.80489,15.999255
99.86758,15.933505
99.77733,13.56782
99.69857,13.595906
99.00052,14.281745
99.827095,13.316637
99.94133,13.05262
99.50538,14.04429
99.50869,14.046271
99.94173,13.445947
99.98793,13.421922
99.959984,13.520792
99.96478,13.453437
99.15485,14.115665
99.4856,14.03704
99.822,13.295297
99.86961,15.931213
99.91672,13.765305
99.63571,13.917282
99.93169,13.132383
99.76806,13.117817
99.950584,13.09956
99.81592,13.194217
99.505684,14.042735
99.97268,14.008266
99.75394,15.438171
99.88264,13.814656
99.93328,13.909817
99.941086,13.611525
99.50962,14.045903
99.79228,13.526716
99.82795,13.661493
99.93646,13.793422
99.53343,14.019035
99.940315,13.11116
99.97253,13.515245
99.554412,13.680167
99.958347,13.518807
99.975098,13.47749
99.477661,14.060923
99.543495,14.017163
99.968147,14.497685
99.820518,13.53826
99.905029,13.69974
99.953453,13.425061
99.935471,13.058721
99.853081,15.949323
99.16291,13.888556
99.825844,13.305216
99.95414,13.42573
99.534554,13.993323
99.827919,13.3229
99.734344,13.952715
99.872871,13.814626
99.922928,13.793545
99.824318,13.232276
99.930244,15.838445
99.98922,14.021443
99.431013,13.675848
99.769545,13.450868
99.015038,14.238563
99.899094,14.140855
99.945685,13.792447
99.082207,13.895991
99.850998,15.951365
99.635895,13.61858
99.509636,14.045852
99.799278,13.459005
99.818909,15.985483
99.831688,13.340715
99.817726,13.979453
99.883423,14.359768
99.979691,13.383507
99.825874,13.30997
99.983299,14.158584
99.933556,13.107088
99.793457,15.769116
99.734146,13.11608
99.960152,13.5199
99.829659,13.569551
99.941551,13.449168
99.690765,14.833702
99.839577,13.341396
99.163147,14.107125
99.143501,14.11754
99.865501,14.327665
99.967636,13.530682
99.59095,15.048628
99.518532,14.034977
99.728905,14.44905
99.456184,14.607727
99.241798,14.018565
98.959251,14.351439
99.638924,14.340562
99.60054,13.788235
99.122375,14.397516
99.941368,13.441995
99.771278,13.588445
99.06646,14.232708
99.800865,13.204363
99.459267,13.980842
99.961014,13.428391
99.147911,13.902768
99.94133,13.455225
99.998108,13.874895
99.58699,13.622684
99.243019,14.041192
99.815544,15.988902
99.830788,13.33728
99.689705,13.971764
99.810966,13.58594
99.794609,13.485599
99.825905,13.310193
99.510605,14.04343
99.546387,14.562165
99.779099,13.747355
99.770996,13.588509
99.865883,14.33525
99.872948,13.805107
99.554268,13.993865
99.5672,14.5472
99.862061,15.939547
99.999733,13.408872
99.750488,14.473338
99.894241,14.38023
99.8284,13.325374
99.485924,14.036712
99.999619,13.408957
99.815231,13.575028
99.961151,13.520575
99.965675,13.435877
99.996742,14.089572
99.916962,13.012755
99.99807,13.923015
99.773972,13.587175
99.990883,14.021403
99.892181,14.365606
99.958611,13.518735
99.146309,13.898387
99.972679,15.783463
99.005142,14.287483
99.829208,13.327813
99.83757,14.934624
99.68998,14.83956
99.998207,14.00793
99.26339,13.982378
99.934219,14.17492
99.820641,13.531738
99.908653,14.537046
99.919502,13.35427
99.83004,14.096374
99.546455,14.004567
99.822517,13.295198
99.919792,13.01738
99.721725,13.952746
99.815628,13.518897
99.93502,13.12315
99.96035,13.520436
99.504082,14.240417
99.840996,13.341046
99.953468,13.425092
99.822884,13.369608
99.970352,13.986932
99.08271,13.92799
99.81089,13.549717
99.998901,13.408442
99.973236,13.496023
99.761581,13.930688
99.401291,13.984776
99.856255,14.295613
99.995285,13.392195
99.627731,13.976648
99.972496,13.516209
99.866875,14.444714
99.969429,14.869852
99.968231,13.522393
99.819405,15.98482
99.970734,13.98797
99.991699,14.962597
99.887085,14.819259
99.840393,13.853797
99.33223,13.932607
99.96843,13.413983
99.52639,14.028737
99.164284,14.106743
99.764946,13.916685
99.830185,13.333043
99.959854,13.520271
99.885666,14.380475
99.781708,13.559495
99.851791,13.639403
99.778267,13.573506
99.829712,13.330617
99.894501,14.36894
99.925293,13.439667
99.516701,14.036655
99.988213,14.0219
99.85405,13.341897
99.972565,13.516205
99.970345,13.50722
99.84153,14.655392
99.971626,13.523645
98.658737,14.729656
99.830856,13.337916
99.763367,14.768913
99.904411,14.01725
99.926956,14.961237
99.557655,13.783401
99.970978,13.522732
99.019928,14.272695
98.982948,14.325936
99.6912,14.12599
99.974121,15.781985
99.93911,15.82256
99.990051,14.05676
99.348923,14.127563
99.937622,14.114873
99.903931,14.378032
99.919418,14.881918
99.909607,14.77553
99.972336,13.519341
99.924904,14.454928
98.976395,14.33574
99.972282,13.514682
99.837898,13.341126
99.852386,15.950053
99.876556,13.812014
99.973083,13.499191
99.823944,13.572465
99.667931,14.360927
99.972473,13.516831
99.821716,13.266033
99.50724,14.045695
99.91713,13.115824
99.985672,13.220859
98.955048,14.3531
99.581009,13.756967
99.508797,14.046338
99.887398,14.380286
99.446342,14.089008
99.895615,14.283735
99.793655,13.501991
99.983658,15.771805
99.504044,14.256745
99.515457,14.318702
99.579941,13.98132
99.80014,14.03611
99.828957,13.322721
99.491982,14.193098
99.752014,13.977199
99.532761,14.020978
99.655014,13.86893
99.798378,14.036286
99.963661,13.417675
99.77108,13.588378
99.960121,13.520206
99.816086,13.261455
99.773964,13.58725
99.761909,13.565305
99.955017,13.368439
99.960068,14.77852
98.446457,15.131733
99.969139,13.522226
99.998978,13.408733
99.131042,14.41888
99.933434,13.039113
99.843933,13.726232
99.815636,13.51935
99.961998,13.5212
99.829811,13.340553
99.81582,13.65146
99.81244,13.52924
99.83231,14.03146
99.81819,13.52828
99.66306,13.40735
99.45547,13.47718
99.8203,13.5344
99.77328,13.71787
99.45,13.68789
99.69463,13.36849
99.45115,13.55651
99.75905,13.96633
99.92673,13.10889
99.44539,13.54486
99.43826,13.38046
99.94733,13.46533
99.82951,13.54045
98.45255,15.16027
98.39141,15.30346
99.53182,14.02081
99.44232,14.06439
99.95993,13.42871
99.80733,13.54176
99.08302,13.92399
99.08289,13.92487
99.59847,13.95083
99.95715,13.4244
99.81611,14.03506
99.79601,13.53407
99.8149,13.53228
99.81457,13.5329
99.82917,13.54039
99.85113,13.71574
99.81578,13.53788
99.82974,13.53882
99.68066,13.41667
99.82381,13.53473
99.87434,13.80481
99.24301,14.04115
99.9582,13.5185
99.96,13.52025
99.70221,13.96996
99.80017,15.75069
99.40891,13.43386
99.72874,13.51158
99.8719,13.55288
99.91743,13.67352
99.93335,14.40897
99.85171,13.85203
99.71049,13.94048
99.938129,13.104142
99.524776,14.033033
99.808075,13.424537
99.830003,13.331972
99.972367,13.514554
99.966582,13.532286
99.155204,14.109213
99.961855,13.797388
99.254104,14.044788
98.450052,15.146325
99.970905,13.523011
99.977109,13.383684
98.593608,14.797793
99.25845,14.059573
99.01951,14.273735
99.82985,13.327496
99.97607,15.929075
99.931685,13.036823
99.751686,13.959873
99.751586,13.962136
99.999091,13.406778
99.972483,13.510838
99.973335,13.49248
99.829141,13.555555
99.64505,13.955311
99.759473,14.020795
99.749675,13.957933
99.752515,13.98178
99.805063,13.889451
99.508905,14.35199
99.893565,13.348195
99.499181,14.055855
99.917553,13.115736
99.965718,13.436375
99.145667,14.109667
99.934833,14.389
99.821333,13.286833
99.819167,15.985167
99.938333,15.824167
99.142833,14.117833
99.465,13.749
99.525333,14.036833
99.002333,14.282833
99.828167,13.322667
98.992333,14.618
99.940667,13.445833
99.820667,13.282833
99.959833,13.520333
99.746776,13.959766
99.960128,13.460333
99.97311,13.498976
99.94191,15.942746
99.421391,14.062713
99.530864,13.804196
99.977458,13.545726
99.932331,15.270825
99.739063,13.62242
99.796168,15.749631
99.65257,13.287171
99.813986,15.841245
99.50878,14.04697
99.932825,15.882649
99.737022,13.625536
99.65524,13.819174
99.696669,15.816387
99.967151,13.522007
99.929772,15.363696
99.97294,13.506545
99.826196,13.311675
99.829123,13.327371
99.499313,14.064815
99.967331,13.522106
99.96963,13.522934
99.96108,13.37305
99.97296,13.50208
99.97474,13.52809
99.83279,13.19051
99.826839,13.315026
99.830971,13.337503
99.959851,13.520416
99.586681,13.625165
99.164435,14.106825
99.940965,13.445066
99.82555,13.305508
99.973338,13.487625
99.940918,13.445188
99.962315,13.420293
99.164096,14.106853
99.921035,13.019436
99.941296,13.45014
99.000741,14.280978
99.941291,13.44635
99.966038,13.521051
99.928293,13.826248
99.932751,13.131558
99.941536,13.446353
99.940638,13.445476
99.940918,13.445226
99.941243,13.446343
99.940716,13.458608
99.9414,13.451336
99.941303,13.453233
99.941821,13.44693
99.94094,13.445238
99.885596,13.827911
99.825668,13.308798
99.94368,13.435126
99.825996,13.31079
99.943222,13.435337
99.928021,13.333743
99.935503,13.121631
99.946683,13.106691
99.740483,13.761803
99.93584,13.12047
99.94731,13.07928
99.93246,13.1096
99.99217,15.76297
99.965935,13.33519
99.965906,13.335328
99.271866,13.55816
99.909161,14.775366
99.95467,13.368126
99.831491,13.34068
98.841343,14.491615
99.93851,13.356881
99.554135,13.60993
99.965393,15.496858
99.086605,13.920048
99.280061,13.982776
99.930316,15.438771
99.976716,15.280928
99.569361,13.317801
99.860368,15.583341
99.864453,15.562903
99.92111,13.02
99.840163,13.536538
99.990775,15.417301
99.8784,13.948718
99.792805,13.50641
99.974035,14.019513
99.82707,13.552131
99.924635,15.412938
99.954436,13.426438
99.43898,14.073211
99.836048,15.390425
99.558361,15.457668
99.537605,15.467528
99.603596,15.349013
99.718245,15.43081
99.697821,13.808905
99.848616,13.692426
99.96187,13.522558
99.849326,15.382776
99.764271,13.585091
99.69735,15.177475
99.927521,13.392106
99.794756,13.494871
99.573468,14.859218
98.75829,14.562808
98.724828,14.62456
99.993551,13.800931
99.009615,14.287985
99.96022,13.52122
99.969256,13.522733
99.825773,13.289668
99.815043,13.575433
99.082313,13.89209
99.953493,13.425091
99.500873,14.053863
99.840158,13.536676
98.723331,14.673451
99.157645,14.11077
99.966966,15.568891
99.998935,13.408761
99.845315,15.392203
99.633041,13.62033
99.958695,13.518828
99.927146,14.014348
99.951983,13.428558
99.965668,13.52175
99.961725,13.522105
99.941695,13.448285
99.046025,14.249273
99.965488,13.521765
99.955878,13.425901
99.9569,13.4245
99.9717,13.5211
99.5169,14.03647
99.831,13.3401
99.85237,15.95031
99.93738,15.82555
99.87463,15.92564
99.85554,15.94657
99.963045,13.414045
99.965297,13.434108
99.996646,13.91471
99.932602,13.109264
99.960621,13.796555
99.994413,13.991718
99.960076,13.428707
99.37875,13.54171
99.9292,14.38853
99.82304,13.29635
99.91222,13.11671
99.83385,15.96978
99.9792,15.7766
99.1395,14.3798
99.825335,13.247423
99.829935,13.572268
98.506388,14.745135
99.849225,13.632709
99.839636,13.341513
99.715484,13.382944
99.315755,13.831508
99.584321,13.646492
99.94087,13.10618
99.94547,13.10657
99.09483,13.93462
99.97313,13.49835
99.95259,13.79447
99.86827,13.34536
99.82693,13.26871
99.8299,13.33331
99.65508,13.86926
99.97682,13.38393
99.93079,13.11274
99.94915,13.46928
99.69881,13.9698
99.88955,13.34711
99.835756,13.340981
99.972636,13.511393
99.833381,13.340408
99.973513,13.07133
99.959733,13.79587
99.50612,13.59119
99.170328,14.099099
99.5653,15.374126
99.828895,13.339616
99.609738,15.349778
99.745986,15.464526
99.646298,15.130323
99.629498,15.608041
99.72732,15.572916
99.83614,15.390861
99.672403,15.39514
99.872266,13.774483
99.611696,15.350715
99.587696,15.59927
99.827765,13.320063
99.66825,15.490721
99.50342,14.042321
99.916002,13.159707
99.939213,13.265083
99.602107,15.349072
99.940967,14.392345
99.83667,15.390928
99.798743,15.37713
99.932015,13.060312
99.972868,13.504722
99.836958,15.391333
99.97534,14.418645
99.844242,14.847348
99.820122,13.277262
99.929267,14.951138
99.959845,13.520637
99.125655,14.480362
99.96369,13.427775
99.941408,13.44987
98.890407,14.380327
99.963167,13.521657
98.84609,14.474005
99.965675,13.436162
99.96658,13.413977
99.164235,14.105737
99.970827,13.482813
99.929187,13.032435
99.589943,13.965969
99.825496,13.307989
99.7962,13.535185
99.289009,13.510583
99.96415,13.375799
99.156617,14.361346
98.674003,14.89551
99.619617,13.980133
98.823104,14.516463
99.517001,15.238508
99.652668,15.414735
99.9726,13.51088
99.823598,13.258615
99.986635,13.095605
99.709422,13.60494
99.94092,13.445635
99.9414,13.44191
99.850467,15.95148
99.968897,13.521945
99.972615,13.51097
99.972767,13.508515
99.986352,15.76947
99.826885,13.305757
99.949325,13.623092
99.96171,13.521885
99.94095,13.445705
99.940615,15.818582
99.833032,13.189095
99.89921,14.555162
99.95462,13.79532
99.94659,13.06508
99.98233,13.11691
99.91248,13.69778
99.52075,15.07902
99.92008,13.01781
99.92059,13.01858
99.89084,14.56023
99.82581,13.26617
99.55132,15.27762
99.82607,13.31218
99.74125,15.40835
99.93587,13.04371
99.51921,15.47435
99.54141,15.46536
99.88257,15.5315
99.95187,13.43626
99.829069,13.327248
99.872351,13.345436
99.928491,13.031115
99.538158,13.334695
99.947895,13.074918
99.811558,13.527676
99.82471,13.537663
99.928505,13.763355
99.960921,13.520485
99.876408,13.404646
99.830667,13.336167
99.961833,13.427833
99.794167,13.497167
99.2635,14.176
99.856,13.342333
99.322167,14.137333
99.824833,13.2455
99.959333,13.52
99.978833,13.4235
99.810333,15.994
99.912,15.87
99.14294,14.38552
99.89097,13.69914
99.95825,15.79897
99.825873,13.251133
99.125428,14.080002
99.826214,15.978156
99.892521,14.375335
99.944991,13.916701
99.634111,13.823086
99.96991,13.525698
99.986849,14.108685
99.876631,14.02573
99.132759,14.419955
98.955204,14.352168
99.499453,14.42542
99.140071,14.37974
